CP,Năm,Kỳ,Lãi/Lỗ ròng trước thuế,Khấu hao TSCĐ,Dự phòng RR tín dụng,(Lãi)/lỗ các hoạt động khác,Lưu chuyển tiền thuần từ HĐKD trước thay đổi VLĐ,Lưu chuyển tiền thuần từ HĐKD trước thuế,Tiền thu nhập doanh nghiệp đã trả,Chi từ các quỹ của TCTD,Mua sắm TSCĐ,Tiền thu cổ tức và lợi nhuận được chia,Lưu chuyển từ hoạt động đầu tư,Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền thuần trong kỳ,Tiền và tương đương tiền,Ảnh hưởng của chênh lệch tỷ giá,Tiền và tương đương tiền cuối kỳ,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác (đồng)","Tiền chi cho vay, mua công cụ nợ của đơn vị khác (đồng)",Lãi/Lỗ chênh lệch tỷ giá chưa thực hiện,Lãi/Lỗ từ thanh lý tài sản cố định,Lãi/Lỗ từ hoạt động đầu tư,Thu nhập lãi,Thu lãi và cổ tức,Tăng/Giảm các khoản phải thu,Tăng/Giảm hàng tồn kho,Tăng/Giảm các khoản phải trả,Tăng/Giảm chi phí trả trước,Chi phí lãi vay đã trả,Tiền thu khác từ các hoạt động kinh doanh,Tiền chi khác từ các hoạt động kinh doanh,Lưu chuyển tiền tệ ròng từ các hoạt động SXKD,Tiền thu được từ thanh lý tài sản cố định,Đầu tư vào các doanh nghiệp khác,Tiền thu từ việc bán các khoản đầu tư vào doanh nghiệp khác,"Chi trả cho việc mua lại, trả cổ phiếu",Tiền thu được các khoản đi vay,Tiền trả các khoản đi vay,Tiền thanh toán vốn gốc đi thuê tài chính,Cổ tức đã trả,Cố tức đã nhận
STB,2021,2,0.0,0.0,0.0,135962000000,4908608000000,5646441000000,0,-21048000000,-224269000000,1591000000,-164059000000,0,-37000000,5461297000000,28790268000000,-32515000000,34219050000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5625393000000,58619000000,0,0,0.0,0.0,0.0,0.0,-37000000,0.0
STB,2021,1,0.0,0.0,0.0,21892000000,2062396000000,-6472473000000,0,-821000000,-104334000000,93000000,-86708000000,0,-45000000,-6560047000000,35374920000000,-24605000000,28790268000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6473294000000,17533000000,0,0,0.0,0.0,0.0,0.0,-45000000,0.0
STB,2020,4,0.0,0.0,0.0,512624000000,2571610000000,-4359862000000,0,-2500000000,-383465000000,2914000000,-339129000000,0,-31000000,-4701522000000,40170974000000,-94532000000,35374920000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4362362000000,41422000000,0,0,0.0,0.0,0.0,0.0,-31000000,0.0
STB,2020,3,0.0,0.0,0.0,304327000000,3119439000000,-8126924000000,0,-6101000000,-229652000000,1734000000,-152420000000,0,-12000000,-8285457000000,48410698000000,45733000000,40170974000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8133025000000,67558000000,0,7940000000,0.0,0.0,0.0,0.0,-12000000,0.0
STB,2020,2,0.0,0.0,0.0,61740000000,2920443000000,17765153000000,0,-44000000,-233001000000,1177000000,-134452000000,0,-314000000,17630343000000,30818009000000,-37654000000,48410698000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17765109000000,97372000000,0,0,0.0,0.0,0.0,0.0,-314000000,0.0
STB,2020,1,0.0,0.0,0.0,206753000000,2843847000000,-2274856000000,0,-8161000000,-135160000000,1117000000,-31393000000,0,-14000000,-2314424000000,33096040000000,36393000000,30818009000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2283017000000,102650000000,0,0,0.0,0.0,0.0,0.0,-14000000,0.0
STB,2019,4,0.0,0.0,0.0,229954000000,1387234000000,-5745334000000,0,-680000000,-288749000000,23375000000,-158820000000,0,-149000000,-5904983000000,39020809000000,-19786000000,33096040000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5746014000000,85048000000,0,21506000000,0.0,0.0,0.0,0.0,-149000000,0.0
STB,2019,3,0.0,0.0,0.0,40042000000,2585687000000,2880009000000,0,-9782000000,-187056000000,1591000000,-113676000000,0,-5000000,2756546000000,36305267000000,-41004000000,39020809000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2870227000000,71789000000,0,0,0.0,0.0,0.0,0.0,-5000000,0.0
STB,2019,2,0.0,0.0,0.0,299905000000,3046681000000,6838718000000,0,-15197000000,-210847000000,730000000,80542000000,0,-18000000,6904045000000,29365607000000,35615000000,36305267000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6823521000000,290659000000,0,0,0.0,0.0,0.0,0.0,-18000000,0.0
STB,2019,1,0.0,0.0,0.0,243656000000,1924667000000,9125776000000,0,-3702000000,-199791000000,2376000000,-196709000000,0,-30000000,8925335000000,20439339000000,933000000,29365607000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9122074000000,706000000,0,0,0.0,0.0,0.0,0.0,-30000000,0.0
STB,2018,4,0.0,0.0,0.0,475273000000,2881020000000,-482410000000,0,-2509000000,-325978000000,453000000,-311966000000,0,-67000000,-796952000000,21243791000000,-7500000000,20439339000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-484919000000,13066000000,0,493000000,0.0,0.0,0.0,0.0,-67000000,0.0
STB,2018,3,0.0,0.0,0.0,12862000000,1369750000000,-2797821000000,0,-6062000000,-217376000000,863000000,-74941000000,0,-15000000,-2878839000000,24153522000000,-30892000000,21243791000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2803883000000,141572000000,0,0,0.0,0.0,0.0,0.0,-15000000,0.0
STB,2018,2,0.0,0.0,0.0,44840000000,2262029000000,1906993000000,0,-55914000000,-305959000000,1000000000,-61661000000,0,-23000000,1789395000000,22366582000000,-2454000000,24153523000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851079000000,243298000000,0,0,0.0,0.0,0.0,0.0,-23000000,0.0
STB,2018,1,0.0,0.0,0.0,22848000000,1035526000000,6369951000000,0,0,-204613000000,0,-177902000000,0,-31000000,6192018000000,16143836000000,30728000000,22366582000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6369951000000,26711000000,0,0,0.0,0.0,0.0,0.0,-31000000,0.0
STB,2017,4,0.0,0.0,0.0,178743000000,1898648000000,-1428863000000,0,19076000000,-309681000000,-492000000,-280309000000,0,-40000000,-1690136000000,18202913000000,54987000000,16567764000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1409787000000,13876000000,0,15988000000,0.0,0.0,0.0,0.0,-40000000,0.0
STB,2017,3,0.0,0.0,0.0,74121000000,858642000000,-42206000000,0,-8346000000,-168570000000,-99481000000,327209000000,0,-165000000,276492000000,17934381000000,-7960000000,18202913000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50552000000,125618000000,0,469642000000,0.0,0.0,0.0,0.0,-165000000,0.0
STB,2017,2,0.0,0.0,0.0,28454000000,145260000000,451708000000,0,-4290000000,-92194000000,11707000000,-54281000000,0,-16000000,393121000000,17572686000000,-31426000000,17934381000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447418000000,26206000000,0,0,0.0,0.0,0.0,0.0,-16000000,0.0
STB,2017,1,0.0,0.0,0.0,22958000000,1252035000000,516649000000,0,-6440000000,-121727000000,1110000000,-100939000000,0,-429000000,408841000000,17212771000000,-48926000000,17572686000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510209000000,19678000000,0,0,0.0,0.0,0.0,0.0,-429000000,0.0
STB,2016,4,0.0,0.0,0.0,48306000000,29828000000,-1681780000000,0,-13104000000,-120639000000,2599000000,-707000000,0,-65000000,-1695656000000,18532720000000,375707000000,17212771000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1694884000000,117333000000,0,0,0.0,0.0,0.0,0.0,-65000000,0.0
STB,2016,3,0.0,0.0,0.0,15073000000,425136000000,-1203774000000,0,-11296000000,-91167000000,3150000000,-28468000000,0,-196000000,-1243734000000,19989690000000,-213236000000,18532720000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1215070000000,59189000000,0,360000000,0.0,0.0,0.0,0.0,-196000000,0.0
STB,2016,2,0.0,0.0,0.0,8059000000,596716000000,-5123156000000,0,-46770000000,-110748000000,23026000000,-79135000000,0,-45000000,-5249106000000,25266231000000,-97143000000,19919982000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5169926000000,8789000000,-592000000,390000000,0.0,0.0,0.0,0.0,-45000000,0.0
STB,2016,1,0.0,0.0,0.0,74045000000,381182000000,9124258000000,0,0,-110901000000,3566000000,-106480000000,0,-269000000,9017509000000,16291615000000,-42893000000,25266231000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9124258000000,855000000,0,0,0.0,0.0,0.0,0.0,-269000000,0.0
STB,2015,4,0.0,0.0,0.0,244433285131,1203569816512,-8651924733920,0,-244527933556,-269561091193,2172345328,-258942994682,0,-438242060,-9155833904218,23077723755804,2369724732512,16291614584098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8896452667476,8453980526,0,-8229343,0.0,0.0,0.0,0.0,-438242060,0.0
STB,2015,3,0.0,0.0,0.0,8392311169,574262522851,-5603155319742,0,-870000,-133223121022,2104871248,-140139465031,0,-21130475,-5743316785248,28766702907823,54337633229,23077723755804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5603156189742,-9029844600,0,8629343,0.0,0.0,0.0,0.0,-21130475,0.0
STB,2015,2,0.0,0.0,0.0,1787480601,1776928109808,6791430198447,0,-62000000,-199901621738,4780000000,-195327821738,0,-125559090,6595914817619,22183895227555,-13107137351,28766702907823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6791368198447,-205800000,0,-400000,0.0,0.0,0.0,0.0,-125559090,0.0
STB,2015,1,,,,16957519399,1025047890192,2610638801553,0,0,-25145378262,3610000000,-10912178262,0,-113440910,2599613182381,19566392907823,17889137351,22183895227555,,,,,,,,,,,,,,,2610638801553,9996800000,0,626400000,,,,,-113440910,
STB,2014,4,,,,-40132000000,422926000000,-5981481000000,0,-17189000000,-173196000000,5128000000,-166939000000,0,-456000000,-6166065000000,25702813000000,29645000000,19566393000000,,,,,,,,,,,,,,,-5998670000000,1107000000,0,22000000,,,,,-456000000,
STB,2014,3,,,,17046000000,343122000000,6585111000000,0,9389000000,-95989000000,44940000000,-72963000000,0,-383000000,6521154000000,19190078000000,-8419000000,25702813000000,,,,,,,,,,,,,,,6594500000000,9128000000,0,-31042000000,,,,,-383000000,
STB,2014,2,,,,14388000000,535557000000,1843952000000,0,-11418000000,-92650000000,-7678000000,-67806000000,0,-925000000,1763803000000,17423465000000,2810000000,19190078000000,,,,,,,,,,,,,,,1832534000000,1480000000,0,31042000000,,,,,-34235000000,
STB,2014,1,,,,8699000000,967050000000,2523833000000,0,-202478000000,-161292000000,7678000000,-147879000000,0,-33310000000,2140166000000,15299928000000,-16629000000,17423465000000,,,,,,,,,,,,,,,2321355000000,5735000000,0,0,,,,,-33310000000,
STB,2013,4,,,,-13736000000,103462000000,291207000000,0,-2472000000,-117551000000,3300000000,-106787000000,0,-876928000000,-694980000000,15931562000000,63346000000,15299928000000,,,,,,,,,,,,,,,288735000000,3068000000,0,4396000000,,,,,-876928000000,
STB,2013,3,,,,103523000000,446487000000,-112040000000,0,-111619000000,-101485000000,9044000000,-90465000000,322190000000,319720000000,5596000000,15928977000000,-3011000000,15931562000000,,,,,,,,,,,,,,,-223659000000,1976000000,0,0,,,,,-2470000000,
STB,2013,2,,,,4991000000,877649000000,-3276388000000,0,16264000000,-50521000000,31670000000,-3372000000,0,-581907000000,-3845403000000,19810803000000,-36423000000,15928977000000,,,,,,,,,,,,,,,-3260124000000,479000000,0,15000000000,,,,,-581907000000,
STB,2013,1,,,,5097000000,688379000000,2834346000000,0,-16264000000,-157656000000,30977000000,-126119000000,0,-5000000,2691958000000,17133531000000,-14686000000,19810803000000,,,,,,,,,,,,,,,2818082000000,560000000,0,0,,,,,-5000000,
