CP,Năm,Kỳ,Lãi/Lỗ ròng trước thuế,Khấu hao TSCĐ,Dự phòng RR tín dụng,(Lãi)/lỗ các hoạt động khác,Lưu chuyển tiền thuần từ HĐKD trước thay đổi VLĐ,Lưu chuyển tiền thuần từ HĐKD trước thuế,Tiền thu nhập doanh nghiệp đã trả,Chi từ các quỹ của TCTD,Mua sắm TSCĐ,Tiền thu cổ tức và lợi nhuận được chia,Lưu chuyển từ hoạt động đầu tư,Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền thuần trong kỳ,Tiền và tương đương tiền,Ảnh hưởng của chênh lệch tỷ giá,Tiền và tương đương tiền cuối kỳ,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác (đồng)","Tiền chi cho vay, mua công cụ nợ của đơn vị khác (đồng)",Lãi/Lỗ chênh lệch tỷ giá chưa thực hiện,Lãi/Lỗ từ thanh lý tài sản cố định,Lãi/Lỗ từ hoạt động đầu tư,Thu nhập lãi,Thu lãi và cổ tức,Tăng/Giảm các khoản phải thu,Tăng/Giảm hàng tồn kho,Tăng/Giảm các khoản phải trả,Tăng/Giảm chi phí trả trước,Chi phí lãi vay đã trả,Tiền thu khác từ các hoạt động kinh doanh,Tiền chi khác từ các hoạt động kinh doanh,Lưu chuyển tiền tệ ròng từ các hoạt động SXKD,Tiền thu được từ thanh lý tài sản cố định,Đầu tư vào các doanh nghiệp khác,Tiền thu từ việc bán các khoản đầu tư vào doanh nghiệp khác,"Chi trả cho việc mua lại, trả cổ phiếu",Tiền thu được các khoản đi vay,Tiền trả các khoản đi vay,Tiền thanh toán vốn gốc đi thuê tài chính,Cổ tức đã trả,Cố tức đã nhận
SSB,2024,4,0.0,0.0,0.0,27823000000.0,3197953000000.0,25710005000000.0,0.0,0.0,-54752000000.0,161000000.0,-49154000000.0,0.0,0.0,25660851000000.0,56522243000000.0,0.0,82183094000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25710005000000.0,213000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2024,3,0.0,0.0,0.0,-2950000000.0,1413967000000.0,-6949831000000.0,0.0,0.0,-161379000000.0,445000000.0,-158576000000.0,0.0,0.0,-7108407000000.0,63630650000000.0,0.0,56522243000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6949831000000.0,109000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2024,2,0.0,0.0,0.0,-5787000000.0,2704316000000.0,5328154000000.0,0.0,0.0,-19001000000.0,827000000.0,-18078000000.0,0.0,0.0,5310076000000.0,58320574000000.0,0.0,63630650000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5328154000000.0,96000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2024,1,0.0,0.0,0.0,-2324000000.0,300442000000.0,8862143000000.0,0.0,0.0,-1734000000.0,12000000.0,-787000000.0,0.0,0.0,8861356000000.0,49459218000000.0,0.0,58320574000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8862143000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2023,4,0.0,0.0,0.0,3461000000.0,2158514000000.0,2570924000000.0,0.0,0.0,-121206000000.0,0.0,-115901000000.0,504000000000.0,504000000000.0,2959023000000.0,46500195000000.0,0.0,49459218000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570924000000.0,29000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2023,3,0.0,0.0,0.0,11509000000.0,666159000000.0,-668929000000.0,0.0,0.0,-40630000000.0,6521000000.0,-34109000000.0,0.0,0.0,-703038000000.0,47203233000000.0,0.0,46500195000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-668929000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2023,2,0.0,0.0,0.0,69397000000.0,1481921000000.0,-4646311000000.0,0.0,0.0,-133508000000.0,26000000.0,-133479000000.0,0.0,0.0,-4779790000000.0,51983023000000.0,0.0,47203233000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4646311000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2023,1,0.0,0.0,0.0,23241000000.0,75488000000.0,-337217000000.0,0.0,0.0,-14717000000.0,7837000000.0,-6883000000.0,0.0,0.0,-344100000000.0,52327123000000.0,0.0,51983023000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-337217000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2022,4,0.0,0.0,0.0,33962000000.0,1677600000000.0,-3486208000000.0,0.0,0.0,-170490000000.0,242000000.0,-170275000000.0,891000000000.0,891000000000.0,-2765483000000.0,55092606000000.0,0.0,52327123000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3486208000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2022,3,0.0,0.0,0.0,28202000000.0,966292000000.0,2329706000000.0,0.0,0.0,-32786000000.0,183000000.0,-8501000000.0,0.0,0.0,2321205000000.0,52771401000000.0,0.0,55092606000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2329706000000.0,0.0,0.0,24102000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2022,2,0.0,0.0,0.0,26059000000.0,2353832000000.0,5644823000000.0,0.0,0.0,-57791000000.0,7512000000.0,-44054000000.0,0.0,0.0,5600769000000.0,47170632000000.0,0.0,52771401000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5644823000000.0,0.0,0.0,-11000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2022,1,0.0,0.0,0.0,10910000000.0,255451000000.0,3376734000000.0,0.0,0.0,-35175000000.0,0.0,-34656000000.0,2719674000000.0,2719674000000.0,6061752000000.0,41108880000000.0,0.0,47170632000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3376734000000.0,0.0,0.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2021,4,0.0,0.0,0.0,21388000000.0,2915016000000.0,6014967000000.0,0.0,0.0,-62818000000.0,2818000000.0,-40215000000.0,2040000000000.0,2040000000000.0,8014752000000.0,33094128000000.0,0.0,41108880000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6014967000000.0,0.0,0.0,19801000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2021,3,0.0,0.0,0.0,21543000000.0,222184000000.0,-3460499000000.0,0.0,0.0,-8875000000.0,0.0,5034000000.0,365623000000.0,365623000000.0,-3089842000000.0,36183970000000.0,0.0,33094128000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3460499000000.0,0.0,0.0,14561000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2021,2,0.0,0.0,0.0,36802000000.0,1622022000000.0,5100745000000.0,0.0,0.0,-32994000000.0,892000000.0,150043000000.0,0.0,0.0,5250788000000.0,30933182000000.0,0.0,36183970000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5100745000000.0,1309000000.0,0.0,6265000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2021,1,0.0,0.0,0.0,27378000000.0,57120000000.0,914792000000.0,0.0,0.0,-9326000000.0,0.0,-9376000000.0,0.0,0.0,905416000000.0,30027766000000.0,0.0,30933182000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914792000000.0,-1309000000.0,0.0,278000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2020,4,0.0,0.0,0.0,190148000000.0,1709347000000.0,-2749330000000.0,0.0,0.0,-98471000000.0,-400000000.0,-97474000000.0,95122000000.0,1406782000000.0,-1440022000000.0,31467788000000.0,0.0,30027766000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2749330000000.0,0.0,1300000000.0,0.0,0.0,0.0,0.0,0.0,1311660000000.0,0.0
SSB,2020,3,0.0,0.0,0.0,210228000000.0,519153000000.0,2883285000000.0,0.0,0.0,-25206000000.0,4107000000.0,-12975000000.0,1311660000000.0,0.0,2870310000000.0,28597478000000.0,0.0,31467788000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2883285000000.0,491000000.0,0.0,8570000000.0,0.0,0.0,0.0,0.0,-1311660000000.0,0.0
SSB,2020,2,0.0,0.0,0.0,174329000000.0,464587000000.0,9862472000000.0,0.0,0.0,-47969000000.0,517000000.0,-40239000000.0,0.0,0.0,9822233000000.0,18775245000000.0,0.0,28597478000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9862472000000.0,0.0,-1300000000.0,8512000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2020,1,0.0,0.0,0.0,147390000000.0,241406000000.0,-9876433000000.0,0.0,0.0,-5821000000.0,82000000.0,-5420000000.0,0.0,0.0,-9881853000000.0,28657098000000.0,0.0,18775245000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9876433000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2019,4,0.0,0.0,0.0,1512537000000.0,2812895000000.0,8354804000000.0,0.0,0.0,-11234000000.0,959000000.0,46531000000.0,0.0,0.0,8401335000000.0,20255763000000.0,0.0,28657098000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8354804000000.0,0.0,0.0,57113000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2019,3,0.0,0.0,0.0,2933000000.0,-121186000000.0,-1201947000000.0,0.0,0.0,-13182000000.0,4588000000.0,-6470000000.0,1681000000000.0,1681000000000.0,472583000000.0,19783180000000.0,0.0,20255763000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1201947000000.0,5438000000.0,0.0,1802000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2019,2,0.0,0.0,0.0,58000000.0,847000000000.0,2868399000000.0,0.0,0.0,-19645000000.0,1704000000.0,-13453000000.0,0.0,0.0,2854946000000.0,16928234000000.0,0.0,19783180000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2868399000000.0,-5438000000.0,0.0,6078000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2019,1,0.0,0.0,0.0,5256000000.0,-858585000000.0,-2242923000000.0,0.0,0.0,-9202000000.0,2203000000.0,69523000000.0,0.0,0.0,-2173400000000.0,19101634000000.0,0.0,16928234000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2242923000000.0,0.0,0.0,77000000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2018,4,0.0,0.0,0.0,1255000000.0,669843000000.0,1878936000000.0,0.0,0.0,4647000000.0,-219000000.0,18798000000.0,1642640000000.0,1642640000000.0,3540374000000.0,15561260000000.0,0.0,19101634000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1878936000000.0,0.0,2891000000.0,1123000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2018,3,0.0,0.0,0.0,789000000.0,835448000000.0,621967000000.0,0.0,0.0,-9775000000.0,1863000000.0,-699304000000.0,0.0,0.0,-77337000000.0,15638597000000.0,0.0,15561260000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621967000000.0,0.0,-691391000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2018,2,0.0,0.0,0.0,1056000000.0,591210000000.0,4930651000000.0,0.0,0.0,-13225000000.0,350000000.0,-6582000000.0,0.0,0.0,4924069000000.0,10714528000000.0,0.0,15638597000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4930651000000.0,-68000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2018,1,0.0,0.0,0.0,348000000.0,-251401000000.0,-8585882000000.0,0.0,0.0,-12659000000.0,0.0,-12591000000.0,0.0,0.0,-8598473000000.0,19313001000000.0,0.0,10714528000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8585882000000.0,68000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2017,4,0.0,0.0,0.0,488000000.0,1148399000000.0,7592872000000.0,0.0,1399000000.0,-6090000000.0,0.0,-1815000000.0,0.0,0.0,7592456000000.0,11720545000000.0,0.0,19313001000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7594271000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2017,3,0.0,0.0,0.0,116000000.0,427782000000.0,3257985000000.0,0.0,0.0,-9934000000.0,260000000.0,-5511000000.0,0.0,0.0,3252474000000.0,8468071000000.0,0.0,11720545000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3257985000000.0,0.0,0.0,4163000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2017,2,0.0,0.0,0.0,373000000.0,102041000000.0,-5368090000000.0,0.0,0.0,-63355000000.0,1710000000.0,-23780000000.0,0.0,0.0,-5391870000000.0,13859941000000.0,0.0,8468071000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5368090000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2017,1,0.0,0.0,0.0,-104000000.0,-524402000000.0,49241000000.0,0.0,0.0,-18093000000.0,0.0,-18143000000.0,0.0,0.0,31098000000.0,13828843000000.0,0.0,13859941000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49241000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2016,4,0.0,0.0,0.0,262000000.0,-65843000000.0,3026466000000.0,0.0,0.0,-18124000000.0,0.0,-8178000000.0,0.0,0.0,3018288000000.0,10810554000000.0,1000000.0,13828843000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3026466000000.0,260000000.0,282000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2016,3,0.0,0.0,0.0,195000000.0,704356000000.0,718213000000.0,0.0,0.0,-13389000000.0,1918000000.0,-13559000000.0,0.0,0.0,704654000000.0,10105901000000.0,0.0,10810555000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718213000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2016,2,0.0,0.0,0.0,902000000.0,371053000000.0,188974000000.0,0.0,0.0,-10580000000.0,1113000000.0,8894000000.0,0.0,0.0,197868000000.0,9908032000000.0,0.0,10105900000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188974000000.0,-7000000.0,-132000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,2015,4,0.0,0.0,0.0,3717000000.0,524937000000.0,4495806000000.0,0.0,0.0,-79229000000.0,2300000000.0,-89316000000.0,0.0,0.0,4406490000000.0,11592512000000.0,0.0,15999002000000.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,4495806000000.0,2055000000.0,0.0,0.0,,,,,0.0,
SSB,2015,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
