time,open,high,low,close,volume
2025-04-08 09:15:00,36.0,36.9,36.0,36.4,2077000
2025-04-08 09:20:00,36.4,36.45,35.75,35.8,1695600
2025-04-08 09:25:00,35.8,36.0,35.75,35.95,818700
2025-04-08 09:30:00,35.95,36.0,35.6,35.6,1083200
2025-04-08 09:35:00,35.6,35.8,35.5,35.65,1310300
2025-04-08 09:40:00,35.65,35.65,34.85,35.2,2994700
2025-04-08 09:45:00,35.2,35.5,34.9,35.1,2006700
2025-04-08 09:50:00,35.1,35.5,35.1,35.5,572600
2025-04-08 09:55:00,35.5,35.6,34.9,34.9,1655000
2025-04-08 10:00:00,34.9,35.5,34.9,35.4,1137100
2025-04-08 10:05:00,35.4,35.5,35.0,35.0,1209400
2025-04-08 10:10:00,35.0,35.25,34.9,35.25,3688200
2025-04-08 10:15:00,35.25,35.3,35.1,35.25,1913200
2025-04-08 10:20:00,35.25,35.25,34.8,34.9,3896300
2025-04-08 10:25:00,34.9,35.05,34.85,34.95,443800
2025-04-08 10:30:00,34.95,35.05,34.95,35.05,1048200
2025-04-08 10:35:00,35.05,35.05,34.85,34.95,1112100
2025-04-08 10:40:00,34.95,34.95,34.8,34.8,3639500
2025-04-08 10:45:00,34.8,35.05,34.8,35.0,2079000
2025-04-08 10:50:00,35.0,35.05,35.0,35.0,416400
2025-04-08 10:55:00,35.0,35.1,35.0,35.05,290000
2025-04-08 11:00:00,35.05,35.1,34.95,34.95,274200
2025-04-08 11:05:00,34.95,35.0,34.9,35.0,259600
2025-04-08 11:10:00,35.0,35.15,34.9,34.95,379600
2025-04-08 11:15:00,34.95,35.2,34.9,35.05,245800
2025-04-08 11:20:00,35.05,35.4,35.0,35.4,282100
2025-04-08 11:25:00,35.4,35.65,35.0,35.45,515600
2025-04-08 13:00:00,35.45,35.6,34.9,35.05,535800
2025-04-08 13:05:00,35.05,35.2,35.0,35.0,341000
2025-04-08 13:10:00,35.0,35.05,34.95,34.95,384600
2025-04-08 13:15:00,34.95,35.0,34.9,34.9,358400
2025-04-08 13:20:00,34.9,35.15,34.8,34.9,1935300
2025-04-08 13:25:00,34.9,34.9,34.8,34.8,1339300
2025-04-08 13:30:00,34.8,34.9,34.8,34.85,362500
2025-04-08 13:35:00,34.85,34.9,34.8,34.8,1601500
2025-04-08 13:40:00,34.8,34.85,34.8,34.85,430300
2025-04-08 13:45:00,34.85,34.9,34.8,34.9,449300
2025-04-08 13:50:00,34.9,35.0,34.85,35.0,260000
2025-04-08 13:55:00,35.0,35.05,34.9,34.95,530400
