time,open,high,low,close,volume
2025-04-08 09:15:00,20.4,20.6,19.7,19.7,1075500
2025-04-08 09:20:00,19.7,20.35,19.6,19.85,363400
2025-04-08 09:25:00,19.85,20.0,19.8,19.85,323000
2025-04-08 09:30:00,19.85,19.85,19.65,19.7,614300
2025-04-08 09:35:00,19.7,19.8,19.65,19.8,319700
2025-04-08 09:40:00,19.8,19.8,19.75,19.8,439700
2025-04-08 09:45:00,19.8,20.0,19.8,20.0,199700
2025-04-08 09:50:00,20.0,20.0,19.8,19.9,162000
2025-04-08 09:55:00,19.9,19.9,19.7,19.7,426200
2025-04-08 10:00:00,19.7,19.75,19.55,19.6,512900
2025-04-08 10:05:00,19.6,19.6,19.4,19.4,824600
2025-04-08 10:10:00,19.4,19.45,19.35,19.4,2387100
2025-04-08 10:15:00,19.4,19.4,19.35,19.35,769200
2025-04-08 10:20:00,19.35,19.4,19.35,19.35,327700
2025-04-08 10:25:00,19.35,19.4,19.35,19.4,235000
2025-04-08 10:30:00,19.4,19.4,19.35,19.4,140900
2025-04-08 10:35:00,19.4,19.4,19.35,19.4,205300
2025-04-08 10:40:00,19.4,19.4,19.35,19.35,220700
2025-04-08 10:45:00,19.35,19.55,19.35,19.4,157600
2025-04-08 10:50:00,19.4,19.6,19.4,19.55,64900
2025-04-08 10:55:00,19.55,19.55,19.4,19.5,145400
2025-04-08 11:00:00,19.5,19.55,19.45,19.5,60200
2025-04-08 11:05:00,19.5,19.55,19.45,19.5,64100
2025-04-08 11:10:00,19.5,19.55,19.35,19.55,256700
2025-04-08 11:15:00,19.55,19.55,19.5,19.55,109200
2025-04-08 11:20:00,19.55,19.6,19.55,19.6,87900
2025-04-08 11:25:00,19.6,19.6,19.5,19.5,120100
2025-04-08 13:00:00,19.5,19.6,19.4,19.45,789900
2025-04-08 13:05:00,19.45,19.7,19.4,19.7,784800
2025-04-08 13:10:00,19.7,19.7,19.35,19.4,1207300
2025-04-08 13:15:00,19.4,19.6,19.35,19.4,324100
2025-04-08 13:20:00,19.4,19.45,19.35,19.35,335100
2025-04-08 13:25:00,19.35,19.45,19.35,19.35,430500
2025-04-08 13:30:00,19.35,19.4,19.35,19.35,307600
2025-04-08 13:35:00,19.35,19.4,19.35,19.35,292100
2025-04-08 13:40:00,19.35,19.4,19.35,19.35,160000
2025-04-08 13:45:00,19.35,19.35,19.35,19.35,226800
2025-04-08 13:50:00,19.35,19.35,19.35,19.35,477700
2025-04-08 13:55:00,19.35,19.35,19.35,19.35,170400
2025-04-08 14:00:00,19.35,19.35,19.35,19.35,95000
2025-04-08 14:05:00,19.35,19.35,19.35,19.35,77000
2025-04-08 14:10:00,19.35,19.35,19.35,19.35,90400
2025-04-08 14:15:00,19.35,19.35,19.35,19.35,52100
2025-04-08 14:20:00,19.35,19.35,19.35,19.35,109300
2025-04-08 14:25:00,19.35,19.35,19.35,19.35,218700
2025-04-08 14:45:00,19.35,19.35,19.35,19.35,538200
2025-04-09 09:15:00,18.05,18.4,18.0,18.1,1565500
2025-04-09 09:20:00,18.1,18.5,18.05,18.4,1117500
2025-04-09 09:25:00,18.4,18.5,18.2,18.2,770700
2025-04-09 09:30:00,18.2,18.3,18.15,18.3,96700
2025-04-09 09:35:00,18.3,18.55,18.25,18.55,257100
2025-04-09 09:40:00,18.55,19.0,18.55,18.7,471700
2025-04-09 09:45:00,18.7,18.7,18.45,18.55,237000
2025-04-09 09:50:00,18.55,18.65,18.5,18.5,298500
2025-04-09 09:55:00,18.5,18.9,18.5,18.9,197300
2025-04-09 10:00:00,18.9,19.4,18.9,19.35,831500
2025-04-09 10:05:00,19.35,19.65,19.35,19.4,1504800
2025-04-09 10:10:00,19.4,19.4,19.0,19.2,680700
2025-04-09 10:15:00,19.2,19.4,19.2,19.3,351400
2025-04-09 10:20:00,19.3,19.35,19.25,19.25,144500
2025-04-09 10:25:00,19.25,19.3,19.0,19.1,252000
2025-04-09 10:30:00,19.1,19.15,18.95,18.95,251300
2025-04-09 10:35:00,18.95,19.0,18.75,18.85,307500
2025-04-09 10:40:00,18.85,18.85,18.75,18.8,60900
2025-04-09 10:45:00,18.8,18.8,18.75,18.75,125700
2025-04-09 10:50:00,18.75,18.75,18.65,18.7,86500
2025-04-09 10:55:00,18.7,18.7,18.7,18.7,50700
2025-04-09 11:00:00,18.7,18.7,18.55,18.7,142500
2025-04-09 11:05:00,18.7,18.9,18.6,18.85,428800
2025-04-09 11:10:00,18.85,18.9,18.85,18.9,86900
2025-04-09 11:15:00,18.9,18.9,18.8,18.8,131000
2025-04-09 11:20:00,18.8,18.8,18.55,18.55,190500
2025-04-09 11:25:00,18.55,18.7,18.35,18.4,334200
2025-04-09 13:00:00,18.4,18.65,18.3,18.65,339600
2025-04-09 13:05:00,18.65,18.65,18.55,18.65,102100
2025-04-09 13:10:00,18.65,18.75,18.65,18.7,158400
2025-04-09 13:15:00,18.7,18.7,18.6,18.7,197200
2025-04-09 13:20:00,18.7,18.7,18.35,18.6,304500
